1,0823738192,200,1500,1
2,0829191919,200,1500,1
1,0928391929,200,1500,1
2,0928484919,200,1500,1
2,0804947182,200,1500,1
1,0802221828,200,1500,1
1,0803882719,200,1500,1
3,0804885031,200,1500,1
3,0804482918,200,1500,1
3,0803331189,200,1500,1
